S_Seker,MisparMb,Hodesh_Hakira,Shnat_Hakira,Quarter,Weight,Nefashot,NefeshStandartit,Mefarnesim,Nefashot0_4,Nefashot5_9,Nefashot10_14,Nefashot15_17,NefashotAd18,Nefashot18Up,Men18up,Women18up,Nationality,Yshuv,Nafa,Zurat_Y,Cluster,MadadPereferia,Tanur_Ba,Tanur_B,Tanur_A,Microwave,Refrigerator,Deep_Freezer,Dish_Washer,Washing_M,Dryer,V_Cleaner,Television,Computer,A_Conditioner,C_Heating,F_Heating,Water_Heating,Security_Room,Cable_Tv,Water_Purification_Device,Tablet,Gamer,Satellite_Dish,internet,Phones,Cell_Phones,Cars,Electric_Scooter,Electric_Bicycle,Baalut,Owned_Appartement_Not_For_Living,Value_D,Mocher_D,Sah_Hadrim,Hadrim,Rented_D,Add_Payers,Maskir,Mafteah,Decile,Total_Net,Net,i1Kaspit,iInKind,c3Kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,i141101,i141119,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Sex_RMB,MaamadRMB,Religion
2020,14697,4,2020,2,444.356,3,2.65,1,,,,,,3,1,2,1,2610,11,4,1,3,1,0,0,0,1,1,0,1,1,0,0,2,2,2,2,1,1,2,1,0,0,2,1,1,2,1,0,0,,0,,,5,5,1,0,2,2,5,17342,17342,23102,0,19999,21205,0,0,1896,21205,0,1896,0,0,0,21205,0,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,5760,3746,1071,943,19999,3900,83,4600,1095,719,179,210,6707,1869,637,4,1,1,1
2020,14698,4,2020,2,594.468,7,4.75,1,3,2,,,5,2,1,1,1,2610,11,4,1,3,1,0,0,2,1,1,0,1,1,1,0,0,1,2,2,1,1,2,1,0,0,2,2,,2,,0,0,,0,,,4,4,1,0,2,2,1,8422,8422,8607,0,10836,4346,0,0,4261,4346,0,3363,898,0,0,4346,0,0,0,0,0,878,0,0,0,0,2318,0,0,0,166,0,185,0,21,164,10836,2728,843,3245,1738,445,0,65,1110,50,612,4,1,1,1
2020,14699,4,2020,2,654.149,6,4.25,1,2,2,,,4,2,1,1,1,2610,11,4,1,3,1,0,0,0,1,0,0,1,0,1,0,1,2,2,2,1,1,2,2,0,0,2,2,,2,,0,0,1,0,1300000.0000,3,3,3,0,0,0,0,3,17651,14745,15123,2906,4879,4398,0,0,10725,4398,0,8729,1996,0,0,4398,0,0,0,0,0,599,0,0,0,0,0,0,0,0,8131,0,379,0,78,301,7785,920,549,2906,1616,202,0,305,798,147,342,4,2,1,1
2020,14700,4,2020,2,308.895,7,4.75,2,1,1,1,2,5,2,1,1,1,2610,11,4,1,3,1,0,0,0,1,1,0,1,1,0,0,1,4,2,2,1,1,2,1,1,0,2,2,,2,2,0,0,1,0,1700000.0000,2,4,4,0,0,0,0,4,25991,21970,24505,4022,15720,23627,0,0,878,23627,0,878,0,0,0,14670,8958,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,2536,959,713,864,19741,1931,843,3714,1956,349,0,356,8400,1612,581,4,1,1,1
2020,14701,3,2020,1,494.299,8,5.20,2,1,3,2,,6,2,1,1,1,2610,11,4,1,3,0,2,2,1,1,1,0,1,1,1,0,0,5,2,2,1,1,2,2,0,0,2,2,,2,,0,0,1,0,1500000.0000,2,4,4,0,0,0,0,3,21872,18158,19079,3714,17579,18051,0,0,1029,18051,0,1029,0,0,0,10439,7612,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,921,0,333,589,21293,2590,560,3772,4871,736,410,2056,2072,984,3242,4,1,1,1
2020,14702,4,2020,2,325.879,2,2.00,0,,,,,,2,1,1,1,3000,11,1,1,5,0,1,1,1,2,0,1,1,1,1,3,3,3,1,2,1,2,1,2,1,0,2,1,1,2,2,0,0,1,0,4500000.0000,2,5,5,0,0,0,0,10,50627,44126,47238,6501,10781,0,9979,31934,5325,0,0,5325,0,0,0,0,0,0,0,31934,0,0,5325,0,0,0,0,0,0,0,0,0,3112,3112,0,0,17282,1955,972,6717,2994,0,0,1799,782,1264,798,1,1,3,1
2020,14703,4,2020,2,697.548,2,2.00,0,,,,,,2,1,1,1,3000,11,1,1,5,0,1,2,2,2,0,1,1,1,2,2,1,2,2,1,1,2,1,1,1,0,2,1,1,2,1,0,0,1,1,3000000.0000,3,4,4,0,0,0,0,10,31264,26661,27044,4603,6301,0,0,15069,11975,0,2595,3992,7983,0,0,0,0,0,0,12474,0,0,3992,0,0,0,0,0,0,0,0,0,383,383,0,0,10904,0,0,5144,2648,60,0,997,839,1216,0,3,1,3,1
2020,14704,4,2020,2,901.380,5,3.75,2,,1,2,,3,2,1,1,1,3000,11,1,1,5,0,1,2,1,2,0,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,0,0,,1,,,4,4,1,0,2,2,8,36515,36515,51019,0,88527,49336,748,0,934,49336,0,535,0,399,0,36294,13043,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,14503,9675,2609,2218,88527,5368,1991,7920,4665,45961,1902,2193,4937,5062,8529,2,1,1,1
2020,14705,4,2020,2,405.503,2,2.00,2,,,,,,2,1,1,3,0000,24,6,3,2,1,0,0,1,1,0,0,1,0,0,2,1,2,2,2,1,2,2,2,0,0,2,1,2,2,,0,0,,0,,,3,3,1,0,2,2,5,11310,11310,11818,0,11225,11818,0,0,0,11818,0,0,0,0,0,7179,0,4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,105,403,11225,6175,350,1797,495,240,798,0,0,798,570,1,1,1,2
2020,14706,4,2020,2,366.281,3,2.65,2,,,,1,1,2,1,1,1,0000,24,6,3,2,0,1,1,1,1,0,1,1,1,2,3,3,5,2,2,1,2,1,2,0,0,1,1,,2,1,0,0,1,0,1634304.0000,3,5,5,0,0,0,0,5,16021,11748,12168,4273,8096,12016,0,0,152,12016,0,152,0,0,0,6008,6008,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,419,0,48,371,12369,2134,653,4273,821,263,0,2811,301,1112,0,1,2,1,1
2020,14707,4,2020,2,773.946,2,2.00,0,,,,,,2,1,1,1,0000,31,6,4,3,0,1,1,1,2,0,0,1,0,1,1,3,0,2,2,1,2,1,2,1,0,2,1,1,2,1,0,0,,0,,,3,3,1,0,3,2,1,4990,4990,4990,0,1215,0,0,399,4590,0,399,4590,0,0,0,0,0,0,0,0,0,0,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,140,100,0,0,176,180,600,20,2,2,3,1
2020,14708,4,2020,2,540.010,2,2.00,0,,,,,,2,1,1,1,0000,31,6,4,3,0,1,1,1,1,1,0,1,0,1,2,1,2,2,2,1,1,1,1,0,0,2,1,1,2,1,0,0,1,0,800000.0000,3,4,4,0,0,0,0,5,11323,7484,7484,3839,2862,0,0,3493,3992,0,0,3992,0,0,0,0,0,0,0,3493,0,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,6701,403,56,3897,709,94,0,568,329,546,100,1,1,3,1
2020,14709,4,2020,2,538.937,3,2.65,2,,,,,,3,1,2,1,0000,31,6,4,3,0,1,1,1,1,0,0,1,0,1,4,3,4,2,2,1,2,1,2,0,0,2,1,1,2,2,0,0,1,0,1300000.0000,3,4,4,0,0,0,0,6,20072,16233,20347,3839,8087,19299,0,0,1048,19299,0,1048,0,0,0,17040,0,2258,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,4114,2355,803,956,11926,1573,513,3975,1293,0,1065,4,1678,1510,314,1,2,1,1
2020,14710,4,2020,2,542.900,2,2.00,0,,,,,,2,1,1,1,0000,31,6,4,3,0,1,1,1,1,0,1,1,0,2,2,2,1,2,1,1,1,1,1,0,0,2,1,1,2,2,0,0,1,1,1117321.0000,4,4,4,0,0,0,0,8,19576,14567,14567,5009,10203,0,0,6769,7798,0,782,5201,2596,0,0,0,0,0,0,5988,0,0,4391,0,0,810,0,0,0,0,0,0,0,0,0,0,14042,1413,732,4289,1706,0,0,1587,1200,3029,87,2,1,3,1
2020,14711,4,2020,2,482.871,2,2.00,0,,,,,,2,1,1,1,4000,31,3,4,4,0,1,1,1,1,0,1,1,1,1,2,1,1,2,2,1,2,1,2,0,0,2,1,2,2,,0,0,1,1,870604.0000,3,3,3,0,0,0,0,9,26995,25285,25349,1710,4632,0,2694,15967,6688,0,0,4092,2596,0,0,0,0,0,0,15967,0,0,4092,0,0,0,0,0,0,0,0,0,64,64,0,0,6342,1264,244,1710,1346,53,0,1278,150,228,68,1,1,3,1
2020,14712,4,2020,2,1669.515,1,1.25,1,,,,,,1,1,,1,4000,31,3,4,4,1,1,1,1,1,0,0,1,0,1,0,1,2,2,2,1,2,2,2,1,0,2,1,,2,1,0,0,1,0,700000.0000,3,3,3,0,0,0,0,10,19868,18158,26118,1710,8629,26118,0,0,0,26118,0,0,0,0,0,26118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7959,5384,1399,1177,10339,2458,1752,1710,499,233,0,291,752,2444,200,1,1,1,1
2020,14713,4,2020,2,1096.111,4,3.20,2,,,2,,2,2,1,1,1,4000,31,3,4,4,1,0,0,1,2,0,0,1,0,0,2,1,3,2,2,1,2,1,1,0,0,2,1,1,2,1,0,0,1,0,870604.0000,3,3,3,0,0,0,0,4,15572,13797,14800,1775,5080,14457,0,0,343,14457,0,343,0,0,0,8011,6446,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,1003,373,166,464,6790,1308,136,1710,810,100,0,1054,832,751,89,2,1,1,1
2020,14714,4,2020,2,600.626,4,3.20,2,,1,1,,2,2,1,1,1,4000,31,3,4,4,0,1,1,1,1,0,1,1,0,1,2,3,2,2,2,1,2,1,2,1,0,2,1,1,2,2,0,0,1,0,1300000.0000,3,4,4,0,0,0,0,9,38177,32662,45054,5515,15413,43051,1659,0,343,43051,0,343,0,0,0,33382,9670,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,12392,8954,1798,1639,20279,4698,430,2975,962,66,199,204,1375,9368,0,1,1,1,1
2020,14715,4,2020,2,658.964,1,1.25,0,,,,,,1,1,,1,4000,31,3,4,4,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,1,2,2,2,0,0,2,2,1,,,0,0,1,0,870604.0000,3,2.5,2.5,0,0,0,0,8,12945,11235,11235,1710,844,0,0,8910,2325,0,1925,2325,0,0,0,0,0,0,0,6986,0,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,365,95,1809,191,0,0,0,0,93,0,1,1,3,1
2020,14716,4,2020,2,460.246,2,2.00,1,,,,,,2,1,1,1,4000,31,3,4,4,0,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,0,0,2,1,2,2,2,0,0,1,0,1326361.0000,2,4,4,0,0,0,0,5,12034,9092,9092,2942,5792,1358,0,3742,3992,1358,0,3992,0,0,0,1358,0,0,0,3742,0,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,8734,22,510,3041,1096,462,0,1906,494,1202,0,1,1,1,1
2020,14717,4,2020,2,969.544,2,2.00,0,,,,,,2,1,1,1,9000,62,15,3,3,1,0,0,1,1,0,1,1,0,1,2,1,2,2,2,1,2,1,1,0,0,2,1,,2,,0,0,,0,,,3.5,3.5,1,0,2,2,3,8117,8117,8117,0,7602,0,0,0,8117,0,0,5089,3028,0,0,0,0,0,0,0,0,0,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,7602,3159,719,1997,580,182,278,190,177,306,13,1,2,3,1
2020,14718,4,2020,2,491.648,2,2.00,2,,,,,,2,,2,1,9000,62,15,3,3,0,1,1,1,1,0,0,1,0,1,2,1,1,2,2,1,2,1,1,1,0,2,1,1,2,,0,0,1,0,600000.0000,3,3,3,0,0,0,0,6,13532,11577,12261,1955,10579,11063,0,0,1198,11063,0,1198,0,0,0,8595,0,2468,0,0,0,0,0,0,0,1198,0,0,0,0,0,0,684,263,142,278,12534,2785,519,2023,811,213,0,1140,180,982,3882,1,2,1,1
2020,14719,4,2020,2,724.395,3,2.65,2,,,,,,3,2,1,1,0000,23,10,4,2,0,1,1,1,2,0,1,1,1,0,4,2,6,2,2,2,2,1,2,0,1,2,1,1,2,1,0,0,,0,,,6,6,0,0,0,0,8,25374,22874,30853,2500,13586,28439,0,0,2413,28439,0,2413,0,0,0,26086,0,2353,0,0,0,0,0,0,0,0,2413,0,0,0,0,0,7979,5204,1423,1352,16086,2189,2439,2500,3096,2197,0,452,1146,1483,585,1,2,1,1
2020,14720,4,2020,2,806.556,2,2.00,0,,,,,,2,1,1,1,0000,41,10,3,4,1,0,0,1,2,1,1,1,1,1,3,1,1,2,2,1,2,1,1,0,0,2,1,1,2,1,0,0,1,0,1800000.0000,3,4,4,0,0,0,0,5,13082,7784,7784,5298,7464,0,0,1996,5788,0,0,4590,1198,0,0,0,0,0,0,1996,0,0,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,12762,2106,762,5448,1481,126,70,769,941,1016,43,2,2,3,1
2020,14721,4,2020,2,377.676,2,2.00,1,,,,,,2,1,1,1,0000,42,10,5,5,0,1,1,1,1,1,1,1,0,1,0,2,5,2,2,1,2,2,1,1,0,2,1,1,2,2,0,0,1,3,3600000.0000,5,7,7,0,0,0,0,10,44265,36265,43046,8000,4181,23051,13971,0,6024,23051,0,6024,0,0,0,23051,0,0,0,0,0,0,2332,0,0,3692,0,0,0,0,0,0,6781,6781,0,0,12181,179,0,8249,2221,0,0,116,0,1416,0,1,1,1,1
2020,14722,4,2020,2,416.677,5,3.75,2,,,,1,1,4,2,2,1,0000,42,10,5,5,0,2,2,1,2,0,1,1,1,1,3,5,7,2,2,1,1,1,2,3,1,2,1,,2,2,0,0,1,0,4000000.0000,4,7,7,0,0,0,0,9,40726,31318,43381,9409,20804,41619,0,0,1762,41619,0,1762,0,0,0,31442,10178,0,0,0,0,152,0,0,0,0,1610,0,0,0,0,0,12063,7923,2184,1957,30213,415,75,4986,11565,49,0,1855,4862,6368,40,1,1,1,1
2020,14723,4,2020,2,612.123,2,2.00,0,,,,,,2,1,1,1,0000,42,10,5,5,0,1,1,1,2,0,1,1,0,1,2,1,4,2,2,1,2,1,2,0,0,2,2,,2,2,0,0,1,1,3100000.0000,5,6,6,0,0,0,0,10,29431,26331,28840,3100,7840,0,11975,11875,4990,0,0,4990,0,0,0,0,0,0,0,11875,0,0,4990,0,0,0,0,0,0,0,0,0,2509,2509,0,0,10940,1084,316,3274,3045,0,0,1704,516,917,83,1,1,3,1
2020,14724,4,2020,2,798.229,3,2.65,3,,,,,,3,3,,1,0000,42,8,5,4,0,1,1,1,1,0,1,1,1,1,2,3,2,2,2,1,1,1,2,0,0,2,1,1,2,2,0,0,1,0,3000000.0000,3,7,7,0,0,0,0,10,43143,35948,54300,7195,10192,52802,0,0,1498,52802,0,1498,0,0,0,47154,0,5649,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,18352,13416,2681,2255,17387,0,377,7285,2509,1809,0,2636,649,1656,466,1,1,1,1
2020,14725,4,2020,2,452.126,1,1.25,0,,,,,,1,1,,1,6200,53,4,3,5,0,1,1,1,1,0,1,1,1,1,2,1,2,2,2,1,2,1,2,0,0,2,1,1,1,,0,0,1,0,1200000.0000,2,2.5,2.5,0,0,0,0,7,9734,6487,6487,3247,7191,0,0,3293,3193,0,0,3193,0,0,0,0,0,0,0,3293,0,0,1996,1198,0,0,0,0,0,0,0,0,0,0,0,0,10438,760,1446,3380,575,0,100,283,299,499,3096,1,1,3,1
2020,14726,4,2020,2,1941.510,1,1.25,1,,,,,,1,1,,1,6200,53,4,3,5,0,1,1,1,1,0,0,1,0,1,2,1,4,2,2,1,2,1,1,0,0,2,1,1,1,1,0,0,1,0,1600000.0000,3,3.5,2.5,0,0,0,0,7,10252,7005,8083,3247,6577,8083,0,0,0,0,0,0,0,0,0,0,0,0,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,387,407,283,9824,2140,633,3305,841,211,0,238,584,1585,287,1,1,2,1
2020,14727,4,2020,2,932.285,2,2.00,0,,,,,,2,1,1,1,6200,53,4,3,5,1,0,0,1,1,0,0,1,0,0,1,0,2,2,2,1,2,1,2,1,0,2,2,1,2,,0,0,,0,,,3,3,1,0,2,2,2,6838,6838,6838,0,5358,0,0,0,6838,0,0,5101,1736,0,0,0,0,0,0,0,0,0,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,628,178,3495,395,45,0,288,120,209,0,1,1,3,1
2020,14728,4,2020,2,281.701,2,2.00,1,,,,,,2,1,1,1,7900,42,13,4,5,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,0,2,1,1,2,1,0,1,1,0,2500000.0000,2,4.5,4.5,0,0,0,0,10,30239,24781,32942,5458,7816,26111,0,0,6831,26111,0,6831,0,0,0,26111,0,0,0,0,0,0,0,0,0,0,6831,0,0,0,0,0,8161,5534,1429,1198,13274,561,869,5561,1257,0,0,2657,398,1721,250,1,1,1,1
2020,14729,4,2020,2,601.426,4,3.20,1,2,,,,2,2,1,1,1,0000,21,8,2,2,1,0,0,0,1,0,0,1,0,1,0,0,1,2,2,1,2,2,2,0,0,2,2,,2,,0,0,,0,,,4,4,1,0,2,2,1,4196,4196,4557,0,5214,1669,0,0,2888,1336,0,343,1996,549,0,1336,0,0,333,0,0,343,0,0,0,0,0,0,0,0,0,0,361,0,94,267,5214,2061,167,1498,655,15,0,133,0,166,518,4,2,1,1
2020,14730,4,2020,2,1970.965,2,2.00,2,,,,,,2,2,,1,5000,51,2,4,5,0,1,1,0,1,0,1,1,1,1,2,2,1,1,2,1,2,2,2,0,1,2,1,,2,1,2,0,,1,,,4,3,1,0,2,0,8,21505,21505,25664,0,19761,25265,0,0,399,25265,0,0,399,0,0,10445,14820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158,2240,912,1006,19761,2172,605,8662,1473,0,0,830,1797,4223,0,1,1,1,1
2020,14731,4,2020,2,794.255,2,2.00,1,,,,,,2,1,1,1,6200,53,4,3,5,0,1,1,1,1,0,1,1,0,1,2,2,4,2,2,1,2,1,1,1,0,2,1,1,2,1,0,0,1,0,1600000.0000,3,4,4,0,0,0,0,6,14194,9690,9690,4504,3934,3303,0,1996,4391,3303,0,4391,0,0,0,3303,0,0,0,1996,0,0,4391,0,0,0,0,0,0,0,0,0,0,0,0,0,8438,1102,644,4574,860,60,0,0,240,959,0,1,1,1,1
2020,14732,4,2020,2,822.770,4,3.20,2,,1,1,,2,2,,2,1,6200,53,4,3,5,0,1,1,1,1,0,1,1,0,1,1,3,5,2,2,1,2,2,1,1,0,1,1,,2,1,0,0,1,0,1600000.0000,3,3,3,0,0,0,0,4,17729,14482,15267,3247,9141,10582,0,0,4684,10582,0,4684,0,0,0,723,0,9859,0,0,0,343,0,4341,0,0,0,0,0,0,0,0,784,0,267,517,12388,832,402,3387,620,232,478,3670,1868,605,293,1,2,1,1
2020,14733,4,2020,2,594.499,4,3.20,2,2,,,,2,2,1,1,1,0070,61,12,3,4,1,0,0,1,1,0,0,1,1,0,0,0,2,2,2,1,2,2,2,0,0,2,2,,2,,0,0,1,0,1100000.0000,3,2,2,0,0,0,0,4,16603,13941,14788,2662,14791,14445,0,0,343,14445,0,343,0,0,0,4407,10038,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,847,0,304,543,17453,3489,1478,2662,1203,2507,1215,420,2060,50,2370,4,2,1,1
2020,14734,4,2020,2,414.703,3,2.65,2,,,,,,3,2,1,1,0070,61,12,3,4,1,0,0,1,1,0,0,1,0,0,1,1,1,2,2,1,1,2,2,0,0,2,1,,2,1,0,0,1,0,1201481.0000,3,3,3,0,0,0,0,3,10273,7042,7513,3231,3555,7513,0,0,0,7513,0,0,0,0,0,1005,0,6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,54,110,307,6786,811,87,3231,893,0,0,82,0,1335,347,2,1,1,1
2020,14735,4,2020,2,929.986,5,3.75,4,,,,,,5,4,1,1,0070,61,12,3,4,1,0,0,1,1,0,0,1,0,0,1,0,1,2,2,1,2,2,2,0,0,2,2,,2,,0,0,1,0,1201481.0000,3,3,3,0,0,0,0,4,20009,16778,18042,3231,2465,18042,0,0,0,18042,0,0,0,0,0,7009,4835,6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,234,208,823,5696,674,147,3231,747,0,0,0,0,897,0,3,1,1,1
2020,14736,4,2020,2,499.650,10,6.00,2,2,2,2,1,7,3,1,2,1,0070,61,12,3,4,0,1,1,1,1,1,0,1,1,0,0,0,5,2,2,1,2,2,2,0,0,2,2,,1,,0,0,1,0,1200000.0000,3,3.5,3.5,0,0,0,0,2,20799,16657,17477,4142,8617,16295,0,0,1182,16295,0,1182,0,0,0,10790,5505,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,820,0,288,532,12759,2676,498,4142,1375,611,279,857,1154,60,1107,4,1,1,1
2020,14737,4,2020,2,660.826,5,3.75,2,2,1,,,3,2,1,1,1,0070,61,12,3,4,0,1,1,1,1,0,0,1,0,0,1,1,1,2,2,1,2,1,2,0,0,2,1,,2,1,0,0,,0,,,3,3,1,0,2,2,3,15329,15329,15935,0,13081,15400,0,0,535,15400,0,535,0,0,0,7574,7826,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,605,0,146,459,13081,2834,352,3495,1027,885,657,263,2275,1164,129,3,1,1,1
2020,14738,4,2020,2,341.524,2,2.00,1,,,,1,1,1,,1,1,0070,61,12,3,4,0,1,1,1,1,0,1,1,0,1,1,1,1,2,2,1,2,1,1,0,0,2,1,,2,1,0,0,1,0,1550000.0000,3,4,4,0,0,0,0,5,13211,9069,9369,4142,6943,7521,0,0,1848,7521,0,152,0,1696,0,7521,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,300,0,72,229,11085,2227,121,4142,860,193,1543,76,803,1121,0,2,2,1,1
2020,14739,4,2020,2,1074.837,3,2.65,1,,,,,,3,1,2,2,0000,24,9,2,2,0,1,1,1,1,1,0,1,0,1,1,0,1,2,2,1,2,2,1,0,0,1,2,1,2,1,0,0,1,0,400000.0000,4,3,3,0,0,0,0,3,11944,10444,11665,1500,7813,6476,0,5189,0,6476,0,0,0,0,0,6476,0,0,0,5189,0,0,0,0,0,0,0,0,0,0,0,0,1220,217,452,552,9313,3294,1257,1500,1259,0,0,0,0,1786,217,2,1,1,4
2020,14740,4,2020,2,860.283,6,4.25,3,1,,2,,3,3,2,1,2,0000,24,9,2,2,0,1,1,1,1,1,0,1,1,1,3,2,3,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,0,1000000.0000,5,5,4,0,0,0,0,3,18017,15217,16001,2800,7269,15466,0,0,535,15466,0,535,0,0,0,9954,4005,1507,0,0,0,535,0,0,0,0,0,0,0,0,0,0,784,0,267,517,10069,0,1556,2800,1216,295,697,247,598,1214,1446,2,1,1,4
2020,14741,4,2020,2,694.616,1,1.25,0,,,,,,1,,1,2,0000,24,9,2,2,0,1,1,1,1,0,0,1,0,1,1,0,2,2,2,1,2,2,2,0,0,2,2,1,,,0,0,1,0,400000.0000,4,2,2,0,0,0,0,1,3196,1996,1996,1200,201,0,0,0,1996,0,0,1996,0,0,0,0,0,0,0,0,0,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,0,0,1200,151,0,0,0,0,50,0,3,2,3,4
2020,14742,4,2020,2,191.845,1,1.25,1,,,,,,1,,1,1,3000,11,1,1,5,1,0,0,1,1,0,0,0,0,0,1,1,2,2,2,1,1,1,2,1,0,2,1,1,1,,0,0,,0,,,2,2,1,0,2,0,7,10214,10214,12973,0,15459,12973,0,0,0,0,0,0,0,0,0,0,0,0,12973,0,0,0,0,0,0,0,0,0,0,0,0,0,2759,1197,1035,528,15459,844,1537,6441,977,0,0,1334,3492,444,391,6,2,2,1
2020,14743,4,2020,2,189.759,2,2.00,0,,,,,,2,1,1,2,3000,11,1,1,5,1,0,0,1,1,1,0,1,0,1,1,0,1,2,2,1,1,2,2,0,0,1,1,1,2,1,0,0,1,0,500000.0000,4,3,3,0,0,0,0,7,15685,10628,10628,5057,6170,0,0,7445,3183,0,0,3183,0,0,0,0,0,0,0,7445,0,0,3183,0,0,0,0,0,0,0,0,0,0,0,0,0,11227,2999,1836,5057,533,0,0,0,50,752,0,3,1,3,3
2020,14744,4,2020,2,1622.021,4,3.20,2,,,,,,4,2,2,2,3000,11,1,1,5,0,1,1,1,1,1,0,1,0,1,1,0,0,2,2,2,2,2,2,0,0,1,2,,2,1,0,1,1,0,1584669.0000,5,3,3,0,0,0,0,5,19945,14888,16076,5057,7007,16076,0,0,0,16076,0,0,0,0,0,7267,0,8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,530,178,480,12064,929,354,5057,633,713,279,1368,833,1746,153,2,1,1,3
2020,14745,4,2020,2,434.983,4,3.20,0,,1,1,,2,2,1,1,2,3000,11,1,1,5,0,1,1,0,1,1,0,1,0,0,1,0,0,2,2,2,2,2,2,0,0,1,2,,2,2,0,0,1,1,594438.0000,5,2,2,0,0,0,0,1,6844,5133,5133,1711,3933,0,0,0,5133,0,0,5133,0,0,0,0,0,0,0,0,0,343,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,5644,341,35,1711,123,0,0,444,0,1910,1080,3,1,3,3
2020,14746,4,2020,2,1548.223,5,3.75,1,1,2,,,3,2,1,1,2,3000,11,1,1,5,1,0,0,1,1,1,1,1,0,1,2,0,1,2,2,1,2,2,2,2,0,1,1,,2,,0,0,,0,,,3,3,0,0,0,0,3,14469,9412,9596,5057,7025,1278,0,0,8319,1278,0,8319,0,0,0,1278,0,0,0,0,0,535,0,0,0,7784,0,0,0,0,0,0,185,0,21,164,12082,1725,870,5057,1080,100,0,173,2195,218,666,2,1,1,3
2020,14747,4,2020,2,2214.593,7,4.75,1,1,1,3,,5,2,1,1,2,3000,11,1,1,5,0,1,0,1,1,1,0,1,0,1,1,0,1,2,2,2,1,2,2,0,0,1,1,,2,1,0,0,,0,,,4,4,0,0,0,0,1,9728,7552,7763,2176,7616,6839,0,0,924,6839,0,878,46,0,0,6839,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,212,0,24,188,9792,1823,661,2176,1070,183,413,451,849,1828,337,2,1,1,3
2020,14748,4,2020,2,190.617,2,2.00,0,,,,,,2,1,1,2,3000,11,1,1,5,0,1,1,0,1,1,1,1,0,1,1,0,0,2,2,2,2,2,2,0,0,1,1,,1,,0,0,1,0,594438.0000,4,2,2,0,0,0,0,4,9894,8183,8183,1711,8909,0,0,4990,3193,0,0,3193,0,0,0,0,0,0,0,4990,0,0,3193,0,0,0,0,0,0,0,0,0,0,0,0,0,10620,4204,1404,1711,865,606,926,389,0,160,355,3,1,3,3
2020,14749,4,2020,2,71.694,3,2.65,2,,,,,,3,,3,2,3000,11,1,1,5,0,1,1,0,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,1,2,1,1,1,0,0,1,0,1000000.0000,4,5,5,0,0,0,0,5,15154,13154,13763,2000,7442,11567,0,0,2195,11567,0,2195,0,0,0,7521,0,4046,0,0,0,0,2195,0,0,0,0,0,0,0,0,0,609,124,93,392,9442,1590,765,2000,787,271,0,1498,0,1481,1049,2,2,1,3
